date,channel,campaign_type,campaign_name,campaign_id,spend,revenue,clicks,impressions,conversions,roas
2024-01-04,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,25.17039,13.46439324,83.0,7853.0,0.162948,0.5349298616350402
2024-01-04,Google Ads,Search,Search_TM_Campaign_01,9988712287,95.3,1802.78762954,382.0,1384.0,14.30958,18.916974077019937
2024-01-04,Google Ads,Video,Video_Campaign_03,20437094522,0.186912,0.0,0.0,58.0,0.0,0.0
2024-01-05,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,0.152582,0.0,0.0,79.0,0.0,0.0
2024-01-05,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,2.52,0.0,10.0,230.0,0.0,0.0
2024-01-05,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,98.28079,954.09293264,236.0,23944.0,13.717375,9.707827263496762
2024-01-05,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,93.049528,596.6356717799999,323.0,26706.0,6.019909999999999,6.412022549754362
2024-01-05,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,54.333121,581.45,104.0,4950.0,6.0,10.701575563825978
2024-01-05,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,817.897201,4025.26182474,2125.0,259766.0,43.201581,4.921476464057492
2024-01-05,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,38.49175,106.847231,102.0,7885.0,0.511814,2.7758475777276943
2024-01-05,Google Ads,Search,Search_TM_Campaign_01,9988712287,92.73,1168.57615885,390.0,1308.0,9.437749,12.601921264423595
2024-01-05,Google Ads,Video,Video_Campaign_03,20437094522,0.09834,0.0,0.0,44.0,0.0,0.0
2024-01-06,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,12.386983,0.0,0.0,62.0,0.0,0.0
2024-01-06,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,5.92,0.0,8.0,248.0,0.0,0.0
2024-01-06,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,92.85,363.85729232,208.0,23468.0,3.961964,3.9187645914916533
2024-01-06,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,99.42436,286.68104597,355.0,31074.0,6.028243,2.8834085124611315
2024-01-06,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,57.410139,34.52,130.0,5237.0,1.0,0.6012875182204315
2024-01-06,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,933.34839,4992.07812363,2499.0,316232.0,23.57988,5.348568848583968
2024-01-06,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,35.57001,64.33,114.0,8779.0,1.0,1.8085460195259992
2024-01-06,Google Ads,Search,Search_TM_Campaign_01,9988712287,101.41,1140.09175736,457.0,1496.0,8.069344000000001,11.242399737304014
2024-01-06,Google Ads,Video,Video_Campaign_03,20437094522,16.634846,0.0,0.0,69.0,0.0,0.0
2024-01-07,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,1.730339,0.0,2.0,75.0,0.0,0.0
2024-01-07,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,4.42,0.0,8.0,256.0,0.0,0.0
2024-01-07,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,104.19006,290.7118823,221.0,22934.0,6.671585,2.7902074564502604
2024-01-07,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,98.148725,397.82310791,341.0,29802.0,7.512601,4.053268220346214
2024-01-07,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,82.410853,185.4648481,135.0,4611.0,2.937274,2.2504905767690575
2024-01-07,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,973.612037,3578.3164120700003,2419.0,304378.0,32.78928500000001,3.675300094990506
2024-01-07,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,27.778524,33.34,88.0,8297.0,1.0,1.2002077576187995
2024-01-07,Google Ads,Search,Search_TM_Campaign_01,9988712287,119.81,501.0218567,428.0,1428.0,8.196562,4.181803327768967
2024-01-07,Google Ads,Video,Video_Campaign_03,20437094522,0.119932,0.0,0.0,36.0,0.0,0.0
2024-01-08,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,0.986239,0.0,1.0,87.0,0.0,0.0
2024-01-08,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,3.25,0.0,6.0,156.0,0.0,0.0
2024-01-08,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,85.87,235.2835339,174.0,16723.0,3.56463,2.7399969011296146
2024-01-08,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,77.633995,229.63272904,239.0,18413.0,5.015096,2.95788886093006
2024-01-08,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,46.597137,135.90425399999998,93.0,4371.0,2.994254,2.9165794885638574
2024-01-08,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,720.838947,2580.02749599,1649.0,195752.0,34.23571,3.5792010222638537
2024-01-08,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,30.92001,0.0,82.0,6376.0,0.0,0.0
2024-01-08,Google Ads,Search,Search_TM_Campaign_01,9988712287,135.03,1304.8251472000002,375.0,1264.0,10.616358,9.663224077612384
2024-01-08,Google Ads,Video,Video_Campaign_03,20437094522,0.138119,0.0,1.0,82.0,0.0,0.0
2024-01-09,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,0.446856,0.0,1.0,79.0,0.0,0.0
2024-01-09,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,5.11,176.46,6.0,157.0,1.0,34.53228962818004
2024-01-09,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,70.81,497.9432,183.0,15346.0,9.245082,7.0321028103375225
2024-01-09,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,49.76799,255.27725705,227.0,14855.0,4.409295,5.12934633385837
2024-01-09,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,42.440467,100.0,76.0,4173.0,1.0,2.3562417444652533
2024-01-09,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,505.033537,2650.48660843,1402.0,168303.0,35.92582,5.248139805079915
2024-01-09,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,18.62001,35.14,53.0,5376.0,1.0,1.8872170315698005
2024-01-09,Google Ads,Search,Search_TM_Campaign_01,9988712287,113.06,549.46462411,357.0,1272.0,10.529519,4.859938299221652
2024-01-09,Google Ads,Video,Video_Campaign_03,20437094522,0.187809,0.0,1.0,49.0,0.0,0.0
2024-01-10,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,0.712735,29.69742375,0.0,91.0,0.249035,41.66685198566087
2024-01-10,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,0.22,0.0,2.0,163.0,0.0,0.0
2024-01-10,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,93.38,626.73037613,210.0,18482.0,11.987399,6.711612509423859
2024-01-10,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,50.347961,463.12732393,235.0,13633.0,12.501795,9.198531871628328
2024-01-10,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,52.276627,1196.99780691,112.0,4029.0,4.346481,22.89738025580725
2024-01-10,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,503.118885,2743.46338634,1439.0,168246.0,38.80219,5.452912757071323
2024-01-10,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,34.60001,186.55,71.0,4599.0,3.0,5.391616938839036
2024-01-10,Google Ads,Search,Search_TM_Campaign_01,9988712287,105.65,824.36940512,273.0,1117.0,11.071182,7.802833933932797
2024-01-10,Google Ads,Video,Video_Campaign_03,20437094522,0.125213,0.0,0.0,64.0,0.0,0.0
2024-01-11,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,0.376386,0.0,0.0,52.0,0.0,0.0
2024-01-11,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,6.27,0.0,12.0,109.0,0.0,0.0
2024-01-11,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,82.66,151.22,208.0,21826.0,3.0,1.8294217275586742
2024-01-11,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,50.15406,343.60802553,224.0,16249.0,6.006643,6.851051052098275
2024-01-11,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,62.370796,67.17602544,90.0,4344.0,1.011173,1.077042939134527
2024-01-11,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,595.663155,4391.4154503400005,1626.0,185919.0,47.774114,7.3723133846343085
2024-01-11,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,24.26002,18.13292117,55.0,4622.0,0.194831,0.7474404872708266
2024-01-11,Google Ads,Search,Search_TM_Campaign_01,9988712287,113.12,545.78077408,324.0,1204.0,6.263908,4.824794678925035
2024-01-11,Google Ads,Video,Video_Campaign_03,20437094522,0.093265,0.0,0.0,35.0,0.0,0.0
2024-01-12,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,0.827878,0.0,1.0,54.0,0.0,0.0
2024-01-12,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,4.61,0.0,7.0,89.0,0.0,0.0
2024-01-12,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,11.88,34.98,34.0,3285.0,1.0,2.944444444444444
2024-01-12,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,3.09116,138.82,21.0,1494.0,1.0,44.90870741081018
2024-01-12,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,82.21416,2147.23556226,126.0,5263.0,12.997258,26.117588043957387
2024-01-12,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,45.582285,335.68237344,153.0,18956.0,4.047112,7.364316497955291
2024-01-12,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,14.08003,83.62,33.0,826.0,2.0,5.938907800622584
2024-01-12,Google Ads,Search,Search_TM_Campaign_01,9988712287,141.87,1813.30443774,382.0,1294.0,17.002741999999998,12.781450889828715
2024-01-12,Google Ads,Video,Video_Campaign_03,20437094522,0.19164,0.0,0.0,47.0,0.0,0.0
2024-01-13,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,0.600639,0.0,1.0,67.0,0.0,0.0
2024-01-13,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,12.2,0.0,11.0,54.0,0.0,0.0
2024-01-13,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,1.269221,0.0,8.0,107.0,0.0,0.0
2024-01-13,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,0.02584,0.0,0.0,36.0,0.0,0.0
2024-01-13,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,57.962959,272.31033592,126.0,4880.0,2.923137,4.6980061166304505
2024-01-13,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,3.344045,0.0,3.0,167.0,0.0,0.0
2024-01-13,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,17.06001,177.56,41.0,499.0,1.0,10.407965763208816
2024-01-13,Google Ads,Search,Search_TM_Campaign_01,9988712287,118.89,413.73079936,411.0,1535.0,5.021881,3.479946163344268
2024-01-13,Google Ads,Video,Video_Campaign_03,20437094522,0.149657,0.0,3.0,49.0,0.0,0.0
2024-01-14,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,0.759999,0.0,1.0,78.0,0.0,0.0
2024-01-14,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,3.22,0.0,7.0,25.0,0.0,0.0
2024-01-14,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,0.06,0.0,2.0,93.0,0.0,0.0
2024-01-14,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,0.27244,0.0,2.0,38.0,0.0,0.0
2024-01-14,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,59.124065,328.2340863,122.0,4312.0,3.938363,5.551615679672905
2024-01-14,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,2.066394,0.0,0.0,144.0,0.0,0.0
2024-01-14,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,12.03001,0.0,28.0,369.0,0.0,0.0
2024-01-14,Google Ads,Search,Search_TM_Campaign_01,9988712287,133.22,1300.8417844,435.0,1457.0,14.026831,9.764613304308662
2024-01-14,Google Ads,Video,Video_Campaign_03,20437094522,1.342006,0.0,12.0,214.0,0.0,0.0
2024-01-15,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,0.911346,0.0,1.0,89.0,0.0,0.0
2024-01-15,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,4.71,0.0,8.0,41.0,0.0,0.0
2024-01-15,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,0.13001,0.0,2.0,72.0,0.0,0.0
2024-01-15,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,0.00277,0.0,0.0,15.0,0.0,0.0
2024-01-15,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,69.385648,272.78,156.0,4408.0,4.0,3.9313605603279798
2024-01-15,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,4.036267,0.0,4.0,210.0,0.0,0.0
2024-01-15,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,25.06002,0.0,27.0,300.0,0.0,0.0
2024-01-15,Google Ads,Search,Search_TM_Campaign_01,9988712287,129.25,480.55188382,380.0,1359.0,9.007375,3.7180029695938104
2024-01-15,Google Ads,Video,Video_Campaign_03,20437094522,0.304254,0.0,0.0,77.0,0.0,0.0
2024-01-16,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,0.424946,0.0,0.0,62.0,0.0,0.0
2024-01-16,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,4.99,0.0,9.0,61.0,0.0,0.0
2024-01-16,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,0.35,0.0,2.0,54.0,0.0,0.0
2024-01-16,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,0.45578,0.0,2.0,31.0,0.0,0.0
2024-01-16,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,63.917153,237.144054,114.0,3907.0,3.98796,3.7101786119916826
2024-01-16,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,2.94025,0.0,1.0,197.0,0.0,0.0
2024-01-16,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,9.07001,0.0,21.0,359.0,0.0,0.0
2024-01-16,Google Ads,Search,Search_TM_Campaign_01,9988712287,138.03,757.6478475,356.0,1202.0,9.420354,5.489008530754184
2024-01-16,Google Ads,Video,Video_Campaign_03,20437094522,0.1436,0.0,1.0,145.0,0.0,0.0
2024-01-17,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,0.598471,0.0,0.0,52.0,0.0,0.0
2024-01-17,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,4.36,0.0,7.0,40.0,0.0,0.0
2024-01-17,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,0.42,0.0,1.0,47.0,0.0,0.0
2024-01-17,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,0.195861,0.0,0.0,45.0,0.0,0.0
2024-01-17,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,65.83623,322.76555,111.0,4742.0,3.466074,4.902552135807291
2024-01-17,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,1.744221,0.0,1.0,145.0,0.0,0.0
2024-01-17,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,16.93002,89.99,40.0,624.0,1.0,5.315410141275675
2024-01-17,Google Ads,Search,Search_TM_Campaign_01,9988712287,105.4,697.3311495,305.0,1025.0,3.046291,6.616045061669829
2024-01-17,Google Ads,Video,Video_Campaign_03,20437094522,0.303048,0.0,0.0,59.0,0.0,0.0
2024-01-18,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,0.795459,0.0,1.0,67.0,0.0,0.0
2024-01-18,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,5.07,63.12,9.0,40.0,1.0,12.449704142011834
2024-01-18,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,0.86002,0.0,2.0,56.0,0.0,0.0
2024-01-18,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,0.052015,0.0,0.0,49.0,0.0,0.0
2024-01-18,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,79.822677,130.09635884,105.0,5142.0,2.609073,1.629817036078607
2024-01-18,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,2.389907,0.0,1.0,144.0,0.0,0.0
2024-01-18,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,25.66,68.64,53.0,1199.0,1.0,2.6749805144193295
2024-01-18,Google Ads,Search,Search_TM_Campaign_01,9988712287,113.0,1749.70629506,313.0,1113.0,12.718871,15.484126504955752
2024-01-18,Google Ads,Video,Video_Campaign_03,20437094522,0.086111,0.0,1.0,48.0,0.0,0.0
2024-01-19,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,0.729063,0.0,0.0,55.0,0.0,0.0
2024-01-19,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,1.88,0.0,3.0,33.0,0.0,0.0
2024-01-19,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,0.11001,0.0,1.0,33.0,0.0,0.0
2024-01-19,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,0.114865,0.0,2.0,21.0,0.0,0.0
2024-01-19,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,36.732905,542.1111372800001,106.0,4699.0,3.978784,14.758188530964269
2024-01-19,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,2.348716,0.0,1.0,152.0,0.0,0.0
2024-01-19,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,26.86001,192.22014855,58.0,670.0,2.946453,7.156369210212506
2024-01-19,Google Ads,Search,Search_TM_Campaign_01,9988712287,131.2,3653.33440773,365.0,1232.0,5.720045,27.845536644283538
2024-01-19,Google Ads,Video,Video_Campaign_03,20437094522,0.060878,0.0,0.0,50.0,0.0,0.0
2024-01-20,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,0.911427,0.0,0.0,45.0,0.0,0.0
2024-01-20,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,1.52,0.0,4.0,39.0,0.0,0.0
2024-01-20,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,0.14,0.0,3.0,48.0,0.0,0.0
2024-01-20,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,0.265739,0.0,3.0,39.0,0.0,0.0
2024-01-20,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,64.896429,416.5688,127.0,5196.0,4.049349,6.418978770002893
2024-01-20,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,1.512748,0.0,5.0,126.0,0.0,0.0
2024-01-20,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,7.33002,45.99,25.0,373.0,1.0,6.274198433292133
2024-01-20,Google Ads,Search,Search_TM_Campaign_01,9988712287,138.11,1516.7422999,451.0,1499.0,11.518445,10.98213235754109
2024-01-20,Google Ads,Video,Video_Campaign_03,20437094522,0.10235,0.0,0.0,69.0,0.0,0.0
2024-01-21,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,0.939828,0.0,0.0,54.0,0.0,0.0
2024-01-21,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,4.27,0.0,5.0,22.0,0.0,0.0
2024-01-21,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,0.01,0.0,1.0,56.0,0.0,0.0
2024-01-21,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,1.364339,0.0,0.0,56.0,0.0,0.0
2024-01-21,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,96.023911,359.74746835,168.0,5679.0,4.821755,3.746436326156305
2024-01-21,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,1.722573,0.0,3.0,128.0,0.0,0.0
2024-01-21,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,4.32001,0.0,18.0,292.0,0.0,0.0
2024-01-21,Google Ads,Search,Search_TM_Campaign_01,9988712287,139.65,976.1609816,426.0,1395.0,8.78236,6.990053573934837
2024-01-21,Google Ads,Video,Video_Campaign_03,20437094522,0.07008,0.0,0.0,74.0,0.0,0.0
2024-01-22,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,0.723475,0.0,0.0,55.0,0.0,0.0
2024-01-22,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,6.41,0.0,4.0,11.0,0.0,0.0
2024-01-22,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,0.78,0.0,3.0,68.0,0.0,0.0
2024-01-22,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,0.3144,60.16,0.0,45.0,0.5,191.34860050890583
2024-01-22,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,60.163945,344.81149493,133.0,4928.0,2.978107,5.731198227277151
2024-01-22,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,1.412679,60.16,2.0,104.0,0.5,42.58575373457098
2024-01-22,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,4.33001,0.0,18.0,306.0,0.0,0.0
2024-01-22,Google Ads,Search,Search_TM_Campaign_01,9988712287,180.72,2170.99581085,369.0,1103.0,8.510328,12.013035695274457
2024-01-22,Google Ads,Video,Video_Campaign_03,20437094522,0.092402,0.0,0.0,33.0,0.0,0.0
2024-01-23,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,1.333402,0.0,0.0,48.0,0.0,0.0
2024-01-23,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,0.09,0.0,1.0,8.0,0.0,0.0
2024-01-23,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,0.13001,0.0,2.0,59.0,0.0,0.0
2024-01-23,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,0.810062,0.0,2.0,57.0,0.0,0.0
2024-01-23,Google Ads,Performance Max,Pmax_Campaign_07,20761218206,56.854351,253.54,103.0,4199.0,4.0,4.459465204342935
2024-01-23,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,0.98008,0.0,0.0,112.0,0.0,0.0
2024-01-23,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,2.83,27.99,12.0,258.0,1.0,9.890459363957596
2024-01-23,Google Ads,Search,Search_TM_Campaign_01,9988712287,199.04,460.08066003,376.0,1154.0,7.729846,2.3114984929159967
2024-01-23,Google Ads,Video,Video_Campaign_03,20437094522,0.171483,0.0,0.0,48.0,0.0,0.0
2024-01-24,Google Ads,Performance Max,Pmax_Campaign_03,18253980912,0.275231,0.0,0.0,36.0,0.0,0.0
2024-01-24,Google Ads,Performance Max,Pmax_Campaign_04,18255780139,0.31,0.0,3.0,5.0,0.0,0.0
2024-01-24,Google Ads,Performance Max,Pmax_Campaign_05,20123547793,0.09,0.0,1.0,57.0,0.0,0.0
2024-01-24,Google Ads,Performance Max,Pmax_Campaign_06,20233159677,0.617344,0.0,0.0,48.0,0.0,0.0
